"","Destination","cd_lod_type","Source","Ms_Yr","Ms_Per","weightTon","transport_type"
"5341","GBSOU","1","COTRB",2021,3,7734.37,"MAR"
"5342","CRMOB","6","GBSOU",2019,11,1827.13,"MAR"
"5343","DOMAN","5","SEYST",2020,11,991.76,"MAR"
"5344","CRMOB","9","GBSOU",2018,4,3730.52,"MAR"
"5345","DOMAN","2","USNNS",2022,5,6672.1,"MAR"
"5346","BEANR","3","ESSVQ",2019,6,1346.27,"MAR"
"5347","CRMOB","9","DKNAK",2019,11,4582.39,"MAR"
"5348","CIABJ","2","CRMOB",2018,1,1952.91,"MAR"
"5349","CIABJ","3","GBLOW",2021,11,7994.48,"MAR"
"5350","ESSVQ","1","GBSSS",2020,1,6139.98,"MAR"
"5351","CMDLA","3","CRMOB",2022,2,3592.21,"MAR"
"5352","CMDLA","2","CIABJ",2020,5,7824.17,"MAR"
"5353","ESSVQ","6","DOMAN",2018,12,3106.06,"MAR"
"5354","BEANR","5","COTRB",2018,10,997.87,"MAR"
"5355","USNNS","3","DOMAN",2022,8,3250.23,"MAR"
"5356","SEYST","5","SEYST",2020,3,2243.98,"MAR"
"5357","SEYST","3","COTRB",2020,9,2266.81,"MAR"
"5358","GBSOU","1","ARSPD",2022,9,7788.83,"MAR"
"5359","DOMAN","9","DKNAK",2020,5,5069.64,"MAR"
"5360","GBSOU","2","CRMOB",2018,10,1384.05,"MAR"
"5361","DKNAK","9","CMDLA",2019,11,300.72,"MAR"
"5362","USNNS","3","CIABJ",2018,7,6429.63,"MAR"
"5363","ARSPD","1","ARSPD",2021,10,988.4,"MAR"
"5364","GBSSS","5","USNNS",2021,10,3335.37,"MAR"
"5365","COTRB","1","DKNAK",2020,7,3958.89,"MAR"
"5366","GHTEM","6","ARSPD",2018,6,6098.13,"MAR"
"5367","ARSPD","3","GBLOW",2018,4,1721.55,"MAR"
"5368","CMDLA","6","CRMOB",2020,11,4819.85,"MAR"
"5369","GBSSS","1","DKNAK",2019,1,2461.77,"MAR"
"5370","COTRB","5","ARSPD",2022,7,3076.76,"MAR"
"5371","GBSOU","1","GBSOU",2020,5,6436.54,"MAR"
"5372","GHTEM","9","CRMOB",2020,11,9253.76,"MAR"
"5373","CRMOB","3","GBLOW",2019,8,1989.17,"MAR"
"5374","DOMAN","6","GHTEM",2022,8,8177.27,"MAR"
"5375","GHTEM","6","CRMOB",2020,9,4633.42,"MAR"
"5376","USNNS","6","CRMOB",2022,11,2832.99,"MAR"
"5377","GHTEM","9","GBSSS",2018,1,7013.4,"MAR"
"5378","CRMOB","1","DKNAK",2019,11,7181.96,"MAR"
"5379","DOMAN","6","SEYST",2021,4,1679.13,"MAR"
"5380","DOMAN","9","GBSOU",2021,1,7502.97,"MAR"
"5381","SEYST","5","ARSPD",2021,2,2441.5,"MAR"
"5382","SEYST","5","CIABJ",2021,10,1717.46,"MAR"
"5383","GBSSS","9","BEANR",2021,8,8321.74,"MAR"
"5384","CIABJ","1","ARSPD",2021,1,325.43,"MAR"
"5385","ESSVQ","1","GBSOU",2018,5,2981.89,"MAR"
"5386","DOMAN","6","CIABJ",2022,6,9852.15,"MAR"
"5387","GBSSS","3","GHTEM",2020,12,1864.6,"MAR"
"5388","USNNS","2","BEANR",2019,5,560.77,"MAR"
"5389","DKNAK","3","DKNAK",2018,7,8243.08,"MAR"
"5390","BEANR","3","GBSSS",2021,11,3300.23,"MAR"
"5391","BEANR","6","COTRB",2018,5,5581.66,"MAR"
"5392","ESSVQ","3","CIABJ",2022,2,1235.89,"MAR"
"5393","BEANR","3","ESSVQ",2018,7,9472.35,"MAR"
"5394","GBLOW","1","GBSSS",2019,5,4068.76,"MAR"
"5395","CRMOB","2","COTRB",2018,7,7469.8,"MAR"
"5396","DOMAN","6","GBSSS",2019,4,466.04,"MAR"
"5397","ESSVQ","2","BEANR",2020,1,1849.41,"MAR"
"5398","CMDLA","5","ARSPD",2019,4,6714.54,"MAR"
"5399","USNNS","5","ESSVQ",2022,10,2588.72,"MAR"
"5400","GBLOW","9","CMDLA",2022,6,2867.85,"MAR"
"5401","CRMOB","9","ARSPD",2020,6,7771.3,"MAR"
"5402","GHTEM","5","GBSSS",2020,9,7171.05,"MAR"
"5403","SEYST","9","COTRB",2018,2,8348.74,"MAR"
"5404","DKNAK","1","SEYST",2022,7,3937.75,"MAR"
"5405","GBSOU","6","BEANR",2019,2,4926.91,"MAR"
"5406","CRMOB","2","GBSOU",2019,4,3996.36,"MAR"
"5407","COTRB","9","USNNS",2021,10,1525.54,"MAR"
"5408","GHTEM","3","USNNS",2022,5,9025.87,"MAR"
"5409","BEANR","1","DOMAN",2020,11,1342.41,"MAR"
"5410","GBSOU","3","COTRB",2018,5,8370.57,"MAR"
"5411","CMDLA","6","COTRB",2022,4,5787.63,"MAR"
"5412","ARSPD","5","CMDLA",2019,12,5618.66,"MAR"
"5413","DKNAK","9","CIABJ",2020,7,4568.09,"MAR"
"5414","ARSPD","2","COTRB",2022,5,2451.48,"MAR"
"5415","BEANR","1","ESSVQ",2020,2,8126.17,"MAR"
"5416","GBSOU","5","BEANR",2018,6,2706.69,"MAR"
"5417","CIABJ","5","CIABJ",2020,12,1802.21,"MAR"
"5418","GBLOW","2","CIABJ",2021,4,9517.53,"MAR"
"5419","CMDLA","2","ARSPD",2022,6,9670.28,"MAR"
"5420","COTRB","9","DKNAK",2018,2,4435.82,"MAR"
"5421","ESSVQ","9","ESSVQ",2019,5,2606.79,"MAR"
"5422","ESSVQ","2","DOMAN",2022,10,3014.28,"MAR"
"5423","CRMOB","5","SEYST",2022,6,2804.39,"MAR"
"5424","COTRB","5","CIABJ",2018,2,5393.08,"MAR"
"5425","CMDLA","5","CIABJ",2022,3,904.14,"MAR"
"5426","GHTEM","3","GBLOW",2021,11,7546.75,"MAR"
"5427","DKNAK","3","CIABJ",2018,7,3744.61,"MAR"
"5428","GHTEM","3","CRMOB",2018,6,6278.87,"MAR"
"5429","ESSVQ","9","CRMOB",2021,2,6731.56,"MAR"
"5430","ESSVQ","5","CRMOB",2020,1,108.2,"MAR"
"5431","GBLOW","2","SEYST",2022,12,3377.51,"MAR"
"5432","SEYST","5","ESSVQ",2019,11,8628.27,"MAR"
"5433","ESSVQ","9","GBSOU",2018,7,497.77,"MAR"
"5434","COTRB","6","DOMAN",2021,7,6876.65,"MAR"
"5435","DKNAK","1","CMDLA",2019,9,8754.62,"MAR"
"5436","CIABJ","6","GBSSS",2022,5,9822.33,"MAR"
"5437","COTRB","1","GBLOW",2022,12,5720.55,"MAR"
"5438","SEYST","1","GBSSS",2020,4,6848.16,"MAR"
"5439","BEANR","5","GHTEM",2021,1,7996.96,"MAR"
"5440","GBLOW","2","DKNAK",2022,1,3761.03,"MAR"
"5441","SEYST","6","ARSPD",2022,6,2816.75,"MAR"
"5442","GBSSS","1","GHTEM",2018,9,5313.88,"MAR"
"5443","SEYST","9","GBLOW",2018,11,9647.85,"MAR"
"5444","SEYST","9","CRMOB",2020,11,6046.45,"MAR"
"5445","DOMAN","6","CIABJ",2019,1,6498.8,"MAR"
"5446","CRMOB","3","CRMOB",2021,8,7690.73,"MAR"
"5447","USNNS","3","BEANR",2020,9,6242.69,"MAR"
"5448","GBSSS","6","COTRB",2022,9,5283.21,"MAR"
"5449","GHTEM","3","DKNAK",2022,6,504.24,"MAR"
"5450","ESSVQ","3","GBLOW",2020,10,532.49,"MAR"
"5451","CIABJ","3","USNNS",2018,4,9135.1,"MAR"
"5452","DOMAN","2","CMDLA",2019,1,5151.31,"MAR"
"5453","BEANR","3","DKNAK",2019,9,91.06,"MAR"
"5454","GBLOW","9","COTRB",2019,12,6626.05,"MAR"
"5455","ESSVQ","3","CMDLA",2022,6,1582.19,"MAR"
"5456","USNNS","3","USNNS",2020,7,150.77,"MAR"
"5457","GHTEM","6","COTRB",2022,4,4296.2,"MAR"
"5458","GBLOW","1","ARSPD",2019,8,4393.09,"MAR"
"5459","SEYST","5","SEYST",2019,10,5434.95,"MAR"
"5460","GBSOU","2","ARSPD",2021,10,3164.89,"MAR"
"5461","GBSOU","5","GBSOU",2022,4,3825.13,"MAR"
"5462","COTRB","3","GHTEM",2022,8,4608.33,"MAR"
"5463","GBLOW","1","SEYST",2022,6,4997.52,"MAR"
"5464","CMDLA","5","USNNS",2021,7,9009.67,"MAR"
"5465","DKNAK","6","COTRB",2018,12,9927.29,"MAR"
"5466","ARSPD","1","GHTEM",2021,2,850.87,"MAR"
"5467","GBLOW","5","CMDLA",2019,8,7993.52,"MAR"
"5468","DKNAK","1","BEANR",2022,12,3396.21,"MAR"
"5469","GBLOW","2","COTRB",2022,4,5255.16,"MAR"
"5470","SEYST","6","CRMOB",2021,9,7884.48,"MAR"
"5471","DKNAK","3","ESSVQ",2018,6,5338.09,"MAR"
"5472","ESSVQ","5","DOMAN",2021,10,2060.87,"MAR"
"5473","USNNS","6","USNNS",2019,1,9516.88,"MAR"
"5474","BEANR","6","SEYST",2019,1,3704.85,"MAR"
"5475","CRMOB","6","ARSPD",2022,6,1263.87,"MAR"
"5476","GBSOU","2","SEYST",2018,11,8774.28,"MAR"
"5477","USNNS","3","DKNAK",2021,9,668.97,"MAR"
"5478","SEYST","6","CIABJ",2020,10,1954.34,"MAR"
"5479","COTRB","5","GBSOU",2021,7,7686.44,"MAR"
"5480","BEANR","5","COTRB",2018,3,9810,"MAR"
"5481","COTRB","1","BEANR",2019,8,2805.76,"MAR"
"5482","BEANR","3","GHTEM",2020,7,4979.46,"MAR"
"5483","COTRB","2","COTRB",2021,4,3873.85,"MAR"
"5484","GBSOU","9","DKNAK",2021,12,5911.16,"MAR"
"5485","USNNS","3","ARSPD",2020,11,6883.58,"MAR"
"5486","SEYST","6","CIABJ",2018,3,3186.96,"MAR"
"5487","GHTEM","1","USNNS",2021,4,1674.22,"MAR"
"5488","CRMOB","5","CIABJ",2020,2,6817.93,"MAR"
"5489","CMDLA","6","USNNS",2021,3,1531.44,"MAR"
"5490","ARSPD","3","USNNS",2021,10,6374.29,"MAR"
"5491","USNNS","2","ESSVQ",2022,3,4860.68,"MAR"
"5492","GBLOW","6","DKNAK",2019,4,7947.48,"MAR"
"5493","GBSSS","9","CRMOB",2020,6,9880.59,"MAR"
"5494","GBLOW","5","DOMAN",2020,2,3777.4,"MAR"
"5495","GHTEM","5","SEYST",2020,4,79.41,"MAR"
"5496","GHTEM","1","GBSOU",2020,9,4907.79,"MAR"
"5497","CIABJ","3","ARSPD",2018,9,9606.6,"MAR"
"5498","GBLOW","6","GBSOU",2018,6,2677.9,"MAR"
"5499","COTRB","9","GBSOU",2019,4,6134.35,"MAR"
"5500","CRMOB","3","DKNAK",2020,6,7617.8,"MAR"
"5501","DKNAK","5","CRMOB",2022,12,1121.9,"MAR"
"5502","DKNAK","1","SEYST",2019,1,4777.89,"MAR"
"5503","CMDLA","2","COTRB",2022,8,8342.22,"MAR"
"5504","DOMAN","5","BEANR",2021,5,6919.42,"MAR"
"5505","SEYST","6","USNNS",2018,2,2158.37,"MAR"
"5506","COTRB","6","GHTEM",2020,2,7709.43,"MAR"
"5507","GHTEM","3","GBSOU",2021,11,118.35,"MAR"
"5508","CRMOB","3","GBSSS",2019,6,262.64,"MAR"
"5509","DKNAK","5","BEANR",2021,11,6156.3,"MAR"
"5510","ARSPD","1","USNNS",2021,10,4538.94,"MAR"
"5511","BEANR","9","GBLOW",2019,6,8174.83,"MAR"
"5512","DOMAN","1","CIABJ",2018,3,3911.14,"MAR"
"5513","CRMOB","6","ESSVQ",2019,5,1967.25,"MAR"
"5514","ARSPD","5","DKNAK",2021,3,8837.21,"MAR"
"5515","DKNAK","1","GBSSS",2018,8,9660.77,"MAR"
"5516","GHTEM","6","GBSSS",2020,2,9194.76,"MAR"
"5517","DKNAK","2","GBSOU",2020,3,2228.22,"MAR"
"5518","DKNAK","5","USNNS",2021,3,9587.04,"MAR"
"5519","CIABJ","6","GHTEM",2020,9,3844.48,"MAR"
"5520","GBLOW","3","DOMAN",2018,12,267.81,"MAR"
"5521","GHTEM","9","GBLOW",2020,6,9062.58,"MAR"
"5522","GBSOU","2","CMDLA",2022,4,6232.09,"MAR"
"5523","CIABJ","6","CMDLA",2018,2,2947.21,"MAR"
"5524","GBSSS","3","DOMAN",2020,12,6817.8,"MAR"
"5525","CMDLA","6","COTRB",2019,10,8329.21,"MAR"
"5526","DKNAK","2","DOMAN",2018,11,8145.14,"MAR"
"5527","DOMAN","2","COTRB",2018,1,880.5,"MAR"
"5528","CIABJ","2","DKNAK",2022,12,6994.68,"MAR"
"5529","GHTEM","2","SEYST",2020,2,3200.6,"MAR"
"5530","BEANR","9","DOMAN",2021,1,7576.65,"MAR"
"5531","GBLOW","3","ESSVQ",2019,4,769.35,"MAR"
"5532","CRMOB","2","CRMOB",2019,2,1679.57,"MAR"
"5533","GHTEM","2","BEANR",2020,3,9041.43,"MAR"
"5534","USNNS","2","ARSPD",2022,9,8114.81,"MAR"
"5535","BEANR","3","GBSOU",2021,7,7325.27,"MAR"
"5536","DOMAN","1","DOMAN",2022,4,1551.78,"MAR"
"5537","SEYST","2","USNNS",2022,11,8208.16,"MAR"
"5538","SEYST","1","CIABJ",2022,4,950.76,"MAR"
"5539","SEYST","6","CMDLA",2018,7,4008.72,"MAR"
"5540","CRMOB","5","CRMOB",2019,1,2062.73,"MAR"
"5541","GHTEM","1","DKNAK",2019,3,4800.74,"MAR"
"5542","GBSOU","1","BEANR",2020,12,6486.36,"MAR"
"5543","GBLOW","1","ESSVQ",2021,10,3227.9,"MAR"
"5544","DOMAN","3","ARSPD",2019,4,5673.24,"MAR"
"5545","CRMOB","3","COTRB",2018,7,3677.88,"MAR"
"5546","DOMAN","6","DKNAK",2021,12,4608.69,"MAR"
"5547","CRMOB","3","DKNAK",2019,11,5053.51,"MAR"
"5548","GHTEM","6","COTRB",2020,4,8867.69,"MAR"
"5549","CIABJ","3","DOMAN",2018,2,1204.02,"MAR"
"5550","DOMAN","3","GBLOW",2022,6,7553.98,"MAR"
"5551","CMDLA","2","BEANR",2018,4,8190.15,"MAR"
"5552","DOMAN","5","BEANR",2019,6,6476.82,"MAR"
"5553","GBLOW","5","GBLOW",2021,12,4344.13,"MAR"
"5554","USNNS","2","CRMOB",2020,12,6950.96,"MAR"
"5555","SEYST","5","BEANR",2022,1,2392.03,"MAR"
"5556","GBSSS","5","GBLOW",2020,8,2327.21,"MAR"
"5557","CIABJ","1","DKNAK",2020,7,8431,"MAR"
"5558","DKNAK","6","GHTEM",2020,8,2437.34,"MAR"
"5559","CRMOB","5","USNNS",2020,7,9380.71,"MAR"
"5560","DKNAK","3","CRMOB",2018,1,8604.91,"MAR"
"5561","CMDLA","5","ESSVQ",2020,8,4684,"MAR"
"5562","CIABJ","5","COTRB",2022,5,2887.04,"MAR"
"5563","ESSVQ","3","GBLOW",2021,1,2133.34,"MAR"
"5564","GBSOU","1","USNNS",2022,7,9943.42,"MAR"
"5565","GBSSS","2","GBSSS",2020,10,521.41,"MAR"
"5566","CIABJ","5","ESSVQ",2020,7,4415.34,"MAR"
"5567","COTRB","9","GBLOW",2020,7,733.29,"MAR"
"5568","GHTEM","1","CMDLA",2019,4,6510.56,"MAR"
"5569","SEYST","6","CRMOB",2020,5,67.84,"MAR"
"5570","COTRB","1","ESSVQ",2022,6,3664.97,"MAR"
"5571","GBSOU","2","DOMAN",2020,6,2889.61,"MAR"
"5572","CMDLA","3","CRMOB",2019,5,9880.02,"MAR"
"5573","SEYST","2","GHTEM",2018,2,363.82,"MAR"
"5574","GBLOW","2","USNNS",2021,2,8065.47,"MAR"
"5575","CRMOB","2","ARSPD",2020,10,6897,"MAR"
"5576","GBSOU","9","CIABJ",2019,12,6993,"MAR"
"5577","BEANR","1","BEANR",2020,1,582.62,"MAR"
"5578","USNNS","1","ARSPD",2018,9,8906.96,"MAR"
"5579","USNNS","3","DOMAN",2018,6,6337.16,"MAR"
"5580","USNNS","6","GBSOU",2022,3,4888.72,"MAR"
"5581","GBLOW","1","GBSSS",2020,6,2917.28,"MAR"
"5582","COTRB","9","ESSVQ",2019,10,7615.42,"MAR"
"5583","BEANR","9","GBSSS",2019,7,2932.79,"MAR"
"5584","DOMAN","2","SEYST",2020,3,191.93,"MAR"
"5585","SEYST","2","BEANR",2020,6,6254.91,"MAR"
"5586","GBSSS","6","CMDLA",2019,7,7007.63,"MAR"
"5587","USNNS","5","DOMAN",2020,7,7647.06,"MAR"
"5588","GBLOW","3","CRMOB",2018,3,3219.76,"MAR"
"5589","GBLOW","2","COTRB",2020,8,5914.88,"MAR"
"5590","CRMOB","1","GBSOU",2018,4,9784.04,"MAR"
"5591","GBLOW","3","ARSPD",2018,9,4201.35,"MAR"
"5592","COTRB","2","CMDLA",2020,8,8935.81,"MAR"
"5593","CRMOB","1","ARSPD",2020,3,8159.61,"MAR"
"5594","CIABJ","6","ESSVQ",2018,10,4204.06,"MAR"
"5595","CMDLA","1","CIABJ",2022,7,7393.3,"MAR"
"5596","ARSPD","6","GBSSS",2022,1,4683.7,"MAR"
"5597","CMDLA","5","GBSOU",2018,8,8386.12,"MAR"
"5598","DKNAK","3","SEYST",2022,3,1735.86,"MAR"
"5599","GBSOU","2","DKNAK",2021,9,5401.36,"MAR"
"5600","ESSVQ","2","USNNS",2021,8,4637.22,"MAR"
"5601","USNNS","2","DOMAN",2021,9,988.2,"MAR"
"5602","SEYST","9","GBLOW",2019,12,7031.61,"MAR"
"5603","USNNS","2","CIABJ",2021,7,1481.7,"MAR"
"5604","GHTEM","6","COTRB",2020,10,5534.79,"MAR"
"5605","SEYST","9","GHTEM",2019,1,842.99,"MAR"
"5606","ARSPD","5","COTRB",2021,4,2541.81,"MAR"
"5607","CIABJ","9","USNNS",2022,3,634.4,"MAR"
"5608","USNNS","9","DOMAN",2018,2,6334.54,"MAR"
"5609","SEYST","1","GBLOW",2018,1,7640.77,"MAR"
"5610","GBSSS","9","ARSPD",2019,3,6603.15,"MAR"
"5611","CMDLA","9","DOMAN",2020,3,1434.94,"MAR"
"5612","SEYST","9","GBSOU",2018,7,9166.04,"MAR"
"5613","ESSVQ","6","GBLOW",2021,11,274.73,"MAR"
"5614","SEYST","1","CIABJ",2019,11,7767.49,"MAR"
"5615","DOMAN","2","ESSVQ",2021,11,5127.83,"MAR"
"5616","GBSSS","6","COTRB",2019,5,962.36,"MAR"
"5617","CRMOB","2","CRMOB",2018,7,3910.16,"MAR"
"5618","GBSSS","6","CRMOB",2021,10,8923.79,"MAR"
"5619","GBSSS","2","ARSPD",2019,4,6474.42,"MAR"
"5620","DOMAN","9","GBSSS",2022,2,530.99,"MAR"
"5621","COTRB","9","USNNS",2022,6,7262,"MAR"
"5622","GBSSS","5","DOMAN",2021,12,7792.75,"MAR"
"5623","USNNS","2","GHTEM",2021,2,3888.64,"MAR"
"5624","GBSOU","1","ESSVQ",2020,7,5882.5,"MAR"
"5625","CIABJ","6","DKNAK",2020,7,5361.11,"MAR"
"5626","DKNAK","9","SEYST",2019,1,2870.94,"MAR"
"5627","CRMOB","9","SEYST",2020,5,5638,"MAR"
"5628","ARSPD","3","BEANR",2019,10,2589.44,"MAR"
"5629","ESSVQ","5","BEANR",2021,12,7795.22,"MAR"
"5630","ESSVQ","2","GBLOW",2018,2,7651.3,"MAR"
"5631","CMDLA","5","CMDLA",2021,9,7809.71,"MAR"
"5632","GBLOW","5","DKNAK",2019,11,4333.86,"MAR"
"5633","ARSPD","6","DOMAN",2021,4,3129.82,"MAR"
"5634","GBLOW","9","DOMAN",2020,5,1610.63,"MAR"
"5635","USNNS","6","DOMAN",2018,2,4179.29,"MAR"
"5636","GBSSS","2","GHTEM",2021,10,2456.3,"MAR"
"5637","CRMOB","1","COTRB",2018,12,583.03,"MAR"
"5638","DOMAN","6","USNNS",2019,8,4437.44,"MAR"
"5639","SEYST","3","DKNAK",2019,9,7882.14,"MAR"
"5640","CRMOB","5","COTRB",2019,6,2365.33,"MAR"
"5641","BEANR","1","ESSVQ",2018,3,4846.77,"MAR"
"5642","COTRB","5","SEYST",2020,6,1331.06,"MAR"
"5643","USNNS","2","ESSVQ",2022,8,7787.65,"MAR"
"5644","CRMOB","5","USNNS",2018,7,547.29,"MAR"
"5645","CMDLA","6","USNNS",2019,12,5291.47,"MAR"
"5646","ESSVQ","9","SEYST",2020,5,5628.57,"MAR"
"5647","CMDLA","1","GBLOW",2022,10,9573.79,"MAR"
"5648","BEANR","2","ESSVQ",2020,8,5934.34,"MAR"
"5649","GBLOW","1","GBSSS",2021,7,8671.51,"MAR"
"5650","BEANR","3","GBSSS",2020,5,5325.77,"MAR"
"5651","CMDLA","2","GBSOU",2019,7,583.05,"MAR"
"5652","COTRB","6","GBSSS",2021,3,6136.98,"MAR"
"5653","SEYST","2","GHTEM",2022,4,9723.94,"MAR"
"5654","SEYST","2","SEYST",2022,10,200.87,"MAR"
"5655","GBSSS","3","ARSPD",2019,1,1626.61,"MAR"
"5656","CIABJ","3","GBSSS",2022,3,9622.64,"MAR"
"5657","CRMOB","2","DKNAK",2020,5,29.71,"MAR"
"5658","ESSVQ","6","GHTEM",2022,5,1311.98,"MAR"
"5659","GBLOW","6","CMDLA",2022,6,1188.4,"MAR"
"5660","DOMAN","2","DKNAK",2018,12,5470.61,"MAR"
"5661","GBSOU","3","COTRB",2019,12,9745.72,"MAR"
"5662","BEANR","1","BEANR",2022,5,3680.16,"MAR"
"5663","DOMAN","1","ESSVQ",2020,9,9512.99,"MAR"
"5664","GBSOU","5","USNNS",2019,11,303.27,"MAR"
"5665","SEYST","2","ESSVQ",2018,6,3341.42,"MAR"
"5666","SEYST","6","CMDLA",2021,7,8707.69,"MAR"
"5667","USNNS","9","CIABJ",2020,7,2685.5,"MAR"
"5668","CMDLA","6","GHTEM",2021,8,1102.24,"MAR"
"5669","DKNAK","5","USNNS",2019,3,143.43,"MAR"
"5670","COTRB","6","BEANR",2020,9,6219.13,"MAR"
"5671","ESSVQ","6","GHTEM",2020,1,4660.54,"MAR"
"5672","DOMAN","5","CMDLA",2019,6,3456.61,"MAR"
"5673","SEYST","5","ARSPD",2021,4,9193.07,"MAR"
"5674","DKNAK","1","USNNS",2018,10,1985.99,"MAR"
"5675","SEYST","5","CMDLA",2018,2,6341.16,"MAR"
"5676","GBSSS","5","DOMAN",2020,2,712.54,"MAR"
"5677","SEYST","2","GHTEM",2018,10,1716.82,"MAR"
"5678","ARSPD","3","GHTEM",2018,9,3177,"MAR"
"5679","CRMOB","1","CIABJ",2018,3,2120.06,"MAR"
"5680","SEYST","6","DKNAK",2022,11,1849.6,"MAR"
"5681","BEANR","2","SEYST",2022,4,748.67,"MAR"
"5682","ESSVQ","2","ARSPD",2022,7,7900.68,"MAR"
"5683","GBSOU","6","GBLOW",2018,5,1635.89,"MAR"
"5684","COTRB","6","ARSPD",2018,3,3983.33,"MAR"
"5685","DKNAK","3","CIABJ",2021,7,1033.94,"MAR"
"5686","GHTEM","6","GBSOU",2022,5,2908.96,"MAR"
"5687","GBSSS","5","BEANR",2019,2,6654.91,"MAR"
"5688","ARSPD","6","GHTEM",2020,6,4554.56,"MAR"
"5689","GBLOW","5","BEANR",2021,12,3216.73,"MAR"
"5690","DOMAN","3","DKNAK",2022,3,3364.64,"MAR"
"5691","CIABJ","9","COTRB",2021,11,7578.96,"MAR"
"5692","GHTEM","5","GHTEM",2021,7,2488.65,"MAR"
"5693","BEANR","9","GBLOW",2019,3,7909.12,"MAR"
"5694","GHTEM","2","GBSOU",2022,7,1888.85,"MAR"
"5695","DKNAK","5","CRMOB",2022,8,1515.97,"MAR"
"5696","CRMOB","5","CRMOB",2018,8,2326.12,"MAR"
"5697","DOMAN","1","COTRB",2018,12,3533.34,"MAR"
"5698","ARSPD","9","GHTEM",2019,7,8433.01,"MAR"
"5699","ARSPD","1","ESSVQ",2019,7,9627.43,"MAR"
"5700","COTRB","1","DOMAN",2018,10,8483.22,"MAR"
"5701","USNNS","3","CIABJ",2020,3,298.33,"MAR"
"5702","CMDLA","2","GBSOU",2021,1,9975.15,"MAR"
"5703","GBLOW","3","CMDLA",2022,1,5698.19,"MAR"
"5704","CMDLA","9","GBSSS",2021,3,7446,"MAR"
"5705","CIABJ","5","DKNAK",2020,1,8372.64,"MAR"
"5706","GHTEM","6","DKNAK",2019,10,8021.37,"MAR"
"5707","GHTEM","2","GBSSS",2022,7,8860.03,"MAR"
"5708","ESSVQ","9","DKNAK",2020,3,5742.5,"MAR"
"5709","GBSOU","9","GHTEM",2022,5,7434.62,"MAR"
"5710","CRMOB","9","COTRB",2020,9,534.15,"MAR"
"5711","DOMAN","3","BEANR",2022,12,4387.65,"MAR"
"5712","GBSSS","5","DOMAN",2022,5,8412.88,"MAR"
"5713","CIABJ","6","GBLOW",2021,10,962.25,"MAR"
"5714","CMDLA","6","ESSVQ",2020,2,2831.94,"MAR"
"5715","CMDLA","6","GBSSS",2022,2,7022.17,"MAR"
"5716","GBSSS","5","USNNS",2018,11,7403.36,"MAR"
"5717","GBLOW","9","GHTEM",2020,12,6830.87,"MAR"
"5718","GBSOU","1","GBLOW",2020,12,1276.11,"MAR"
"5719","BEANR","1","CRMOB",2019,7,4022.02,"MAR"
"5720","CRMOB","1","ESSVQ",2019,11,1920.31,"MAR"
"5721","DKNAK","3","SEYST",2022,5,6986.37,"MAR"
"5722","CRMOB","1","CMDLA",2018,5,348.15,"MAR"
"5723","CIABJ","2","SEYST",2020,8,7037.65,"MAR"
"5724","CIABJ","3","GBSOU",2022,11,7537.52,"MAR"
"5725","ESSVQ","6","BEANR",2021,5,7821.43,"MAR"
"5726","BEANR","9","DKNAK",2022,5,6096.03,"MAR"
"5727","CMDLA","3","CMDLA",2022,10,8927.37,"MAR"
"5728","BEANR","5","CIABJ",2019,6,2411.24,"MAR"
"5729","GBLOW","3","BEANR",2019,9,6281.94,"MAR"
"5730","GBLOW","5","USNNS",2021,3,270.07,"MAR"
"5731","CRMOB","1","DKNAK",2020,12,1509.41,"MAR"
"5732","ESSVQ","9","GBLOW",2019,7,4590.94,"MAR"
"5733","GHTEM","1","GBLOW",2021,3,9600.24,"MAR"
"5734","ARSPD","6","CIABJ",2020,9,8806.58,"MAR"
"5735","BEANR","9","GHTEM",2018,12,2636.27,"MAR"
"5736","DKNAK","5","CRMOB",2022,12,7070.98,"MAR"
"5737","CIABJ","2","DOMAN",2021,11,4258.63,"MAR"
"5738","CIABJ","1","SEYST",2020,5,3390.02,"MAR"
"5739","GBLOW","2","USNNS",2019,2,1314.28,"MAR"
"5740","GBSSS","2","ESSVQ",2022,9,7151.02,"MAR"
"5741","USNNS","1","USNNS",2019,6,4534.33,"MAR"
"5742","GBSSS","6","USNNS",2019,12,6727.42,"MAR"
"5743","CRMOB","5","ARSPD",2022,5,5177.45,"MAR"
"5744","COTRB","9","DKNAK",2021,6,959.31,"MAR"
"5745","BEANR","2","BEANR",2018,4,6705.67,"MAR"
"5746","BEANR","9","DOMAN",2018,9,1940.37,"MAR"
"5747","DOMAN","6","CRMOB",2019,1,6790.44,"MAR"
"5748","ESSVQ","1","SEYST",2019,5,8365.76,"MAR"
"5749","ARSPD","2","GBSSS",2019,12,7925.58,"MAR"
"5750","BEANR","1","ESSVQ",2018,5,9751.08,"MAR"
"5751","DKNAK","1","CRMOB",2022,10,7211.87,"MAR"
"5752","GBLOW","3","COTRB",2020,11,3284.93,"MAR"
"5753","SEYST","2","CMDLA",2019,6,267.99,"MAR"
"5754","ESSVQ","2","ESSVQ",2018,9,1185.3,"MAR"
"5755","BEANR","3","GBLOW",2018,5,3407.68,"MAR"
"5756","BEANR","3","GBSOU",2020,9,9442.24,"MAR"
"5757","ESSVQ","6","GHTEM",2021,8,214.14,"MAR"
